Libro,Libro_base_conexiones,Libro_importante_pesos_totales,Centralidad_grado,Grado_centralidad_normalizado,Intermediacion_normalizada,Fase
63,0.0,0.0,0.0,0.0,0.0,4.0
64,0.0,0.0,0.0,0.0,0.0,1.5
66,0.0,0.0,0.0,0.0,0.0,11.0
67,0.0,0.0,0.0,0.0,0.0,8.0
70,0.0,0.0,0.0,0.0,0.0,10.0
72,0.0,0.0,0.0,0.0,0.0,11.0
73,0.0,0.0,0.0,0.0,0.0,9.0
91,0.0,0.0,0.0,0.0,0.0,8.0
92,0.0,0.0,0.0,0.0,0.0,11.0
94,0.0,0.0,0.0,0.0,0.0,11.0
95,0.0,0.0,0.0,0.0,0.0,10.0
97,0.0,0.0,0.0,0.0,0.0,2.0
